Date,Time,Trade Id,Ask,Bid,Price,Size,Volume
10/3/2017,4:04:58,11501467,299,298.99,299,2.5735,59438.90946
10/3/2017,4:05:02,11501468,299,298.99,299,0.00003334,59438.90946
10/3/2017,4:05:26,11501469,299,298.99,299,0.00006668,59438.90946
10/3/2017,4:05:30,11501470,299,298.99,299,3.4986,59438.90946
10/3/2017,4:06:02,11501472,299,298.99,299,0.00166723,59444.95627
10/3/2017,4:06:03,11501473,299,298.99,299,0.00003334,59444.95627
10/3/2017,4:06:32,11501474,299,298.99,299,0.0138,59439.56229
10/3/2017,4:06:53,11501475,299,298.99,299,0.33344781,59439.56229
10/3/2017,4:06:59,11501476,299,298.99,299,0.00416809,59439.56229
10/3/2017,4:07:02,11501477,299,298.99,299,0.00003334,59439.56229
10/3/2017,4:07:03,11501478,299,298.99,299,1.0335,59439.56229
10/3/2017,4:07:35,11501479,299,298.99,299,1.4265,59443.07083
10/3/2017,4:07:37,11501480,299,298.99,299,1.00034345,59443.07083
10/3/2017,4:08:02,11501482,299,298.99,298.99,0.4779779,59443.07083
10/3/2017,4:08:06,11501483,299,298.99,298.99,21.64,59443.07083
10/3/2017,4:08:37,11501484,299,298.99,299,1.1456,59438.19455
10/3/2017,4:09:03,11501485,299,298.99,299,0.00003334,59447.69612
10/3/2017,4:09:09,11501486,299,298.99,299,1.6657,59447.69612
10/3/2017,4:09:36,11501487,299,298.99,299,0.54695445,59447.69612
10/3/2017,4:09:40,11501488,299,298.99,298.99,8.8253,59447.69612
10/3/2017,4:10:02,11501490,299,298.99,299,0.00003334,58916.56609
10/3/2017,4:10:11,11501491,299,298.99,299,17.2505,58916.56609
10/3/2017,4:10:21,11501492,299,298.99,299,1,58916.56609
10/3/2017,4:10:33,11501493,299,298.99,299,0.00006668,58916.56609
10/3/2017,4:10:42,11501494,299,298.99,298.99,2.3416,58896.08331
10/3/2017,4:10:50,11501495,299,298.99,299,5.75084112,58896.08331
10/3/2017,4:11:02,11501496,299,298.99,299,0.00003334,58896.08331
10/3/2017,4:11:14,11501497,299,298.99,299,4.202,58896.08331
10/3/2017,4:11:45,11501498,299,298.99,299,17.3532,58890.55876
10/3/2017,4:12:02,11501499,299,298.99,299,0.00003334,58890.55876
10/3/2017,4:12:17,11501500,299,298.99,299,2.7232,58890.55876
10/3/2017,4:12:48,11501501,299,298.99,299,3.8663,58902.70139
10/3/2017,4:13:03,11501502,299,298.99,299,0.00003334,58902.70139
10/3/2017,4:13:20,11501504,299,298.99,299,0.83361954,58868.90377
10/3/2017,4:13:50,11501506,299,298.99,299,3.33447817,58868.90377
10/3/2017,4:14:02,11501507,299,298.99,299,0.00003334,58853.79564
10/3/2017,4:14:22,11501508,299,298.99,299,5.3891,58853.79564
10/3/2017,4:14:53,11501509,299,298.99,299,9.8181,58857.78679
10/3/2017,4:15:03,11501511,299,298.99,299,0.00003334,58857.78679
10/3/2017,4:15:25,11501512,299,298.99,298.99,0.3278,58857.78679
10/3/2017,4:15:34,11501513,299,298.99,299,0.00006668,58857.78679
10/3/2017,4:15:56,11501514,299,298.99,299,1.8673,58867.07775
10/3/2017,4:15:57,11501515,299,298.99,299,0.00033344,58867.07775
10/3/2017,4:16:02,11501516,299,298.99,299,0.00003334,58867.07775
10/3/2017,4:16:58,11501517,299,298.99,298.99,8.7453,58868.12465
10/3/2017,4:17:03,11501518,299,298.99,299,0.00003334,58868.12465
10/3/2017,4:17:30,11501519,299,298.99,299,1.9514,58842.07658
10/3/2017,4:18:02,11501521,299,298.99,299,0.00003334,58842.07658
10/3/2017,4:18:26,11501522,299,298.99,299,0.00416809,58844.35195
10/3/2017,4:18:28,11501524,299,298.99,298.99,0.01,58844.35195
10/3/2017,4:18:32,11501525,299,298.99,299,1.9776,58844.35195
10/3/2017,4:19:02,11501526,299,298.99,299,0.00003334,58846.40091
10/3/2017,4:19:04,11501527,299,298.99,299,37.8578,58846.40091
10/3/2017,4:19:11,11501528,299,298.99,299,0.75025758,58846.40091
10/3/2017,4:19:35,11501529,299,298.99,299,20.5905,58846.40091
10/3/2017,4:19:40,11501530,299,298.99,299,3.33447817,58846.40091
10/3/2017,4:19:57,11501531,299,298.99,299,0.46552649,58860.57487
10/3/2017,4:20:00,11501532,299,298.99,299,0.00333447,58860.57487
10/3/2017,4:20:02,11501533,299,298.99,299,0.00003334,58860.57487
10/3/2017,4:20:06,11501534,299,298.99,299,0.3494,58860.57487
10/3/2017,4:20:08,11501535,299,298.99,299,0.08336195,58860.57487
10/3/2017,4:20:35,11501536,299,298.99,299,0.00006668,58860.57487
10/3/2017,4:20:38,11501537,299,298.99,299,33.4555,58860.57487
10/3/2017,4:21:03,11501538,299,298.99,299,0.00003334,58839.27475
10/3/2017,4:21:09,11501539,299,298.99,299,0.442,58839.27475
10/3/2017,4:21:41,11501540,299,298.99,299,8.5,58831.76841
10/3/2017,4:21:58,11501541,299,298.99,299,1.5,58831.76841
10/3/2017,4:22:02,11501542,299,298.99,299,0.00003334,58831.76841
10/3/2017,4:22:12,11501543,299,298.99,299,18.26,58831.76841
10/3/2017,4:22:43,11501544,299,298.99,298.99,1.216,58809.30103
10/3/2017,4:22:46,11501545,299,298.99,299,3.33447817,58809.30103
10/3/2017,4:23:02,11501546,299,298.99,299,0.00003334,58809.30103
10/3/2017,4:23:16,11501547,299,298.99,299,1.082,58790.56893
10/3/2017,4:23:20,11501548,299,298.99,299,9.00309106,58790.56893
10/3/2017,4:23:48,11501549,299,298.99,298.99,0.7555,58790.56893
10/3/2017,4:24:01,11501550,299,298.99,299,0.33344781,58793.62249
10/3/2017,4:24:02,11501551,299,298.99,299,0.00003334,58793.62249
10/3/2017,4:24:19,11501552,299,298.99,299,2.8653,58793.62249
10/3/2017,4:24:51,11501553,299,298.99,299,1.8264,58791.09644
10/3/2017,4:24:56,11501554,299,298.99,298.99,0.96466932,58791.09644
10/3/2017,4:25:02,11501555,299,298.99,299,0.00003334,58791.09644
10/3/2017,4:25:10,11501556,299,298.99,299,1.5,58791.09644
10/3/2017,4:25:22,11501557,299,298.99,299,0.9481,58791.09644
10/3/2017,4:25:26,11501558,299,298.99,299,0.00006668,58791.09644
10/3/2017,4:25:53,11501560,299,298.99,298.99,11.59288581,58793.08155
10/3/2017,4:26:02,11501561,299,298.99,299,0.00003334,58793.08155
10/3/2017,4:26:08,11501562,299,298.99,299,30.37146086,58793.08155
10/3/2017,4:26:24,11501563,299,298.99,299,1.135,58793.08155
10/3/2017,4:26:56,11501564,299,298.99,299,14.4592,58813.77237
10/3/2017,4:27:02,11501565,299,298.99,299,0.00003334,58813.77237
10/3/2017,4:27:27,11501566,299,298.99,299,4.1277,58831.33806
10/3/2017,4:27:58,11501567,299,298.99,299,1.574,58831.33806
10/3/2017,4:28:03,11501568,299,298.99,299,0.00003334,58831.33806
10/3/2017,4:28:30,11501569,299,298.99,299,4.5442,58837.66053
10/3/2017,4:29:02,11501571,299,298.99,299,0.00003334,58838.45962
10/3/2017,4:29:33,11501572,299,298.99,299,6.0994,58838.45962
10/3/2017,4:29:57,11501573,299,298.99,299,0.00416809,58839.18452
10/3/2017,4:30:00,11501574,299,298.99,299,0.00333447,58839.18452
10/3/2017,4:30:02,11501576,299,298.99,299,0.00023341,58839.18452
10/3/2017,4:30:03,11501577,299,298.99,299,0.00003334,58839.18452
10/3/2017,4:30:04,11501578,299,298.99,298.99,4.2341,58839.18452
10/3/2017,4:30:36,11501579,299,298.99,299,0.0499,58839.18452
10/3/2017,4:30:44,11501580,299,298.99,299,0.00666895,58802.01303
10/3/2017,4:30:48,11501581,299,298.99,299,0.00006668,58802.01303
10/3/2017,4:31:02,11501582,299,298.99,299,0.00003334,58802.01303
10/3/2017,4:31:07,11501583,299,298.99,299,4.9973,58802.01303
10/3/2017,4:31:39,11501584,299,298.99,299,1.9679,58786.30691
10/3/2017,4:32:03,11501585,299,298.99,299,0.00003334,58786.30691
10/3/2017,4:32:10,11501586,299,298.99,299,10,58786.30691
10/3/2017,4:32:42,11501587,299,298.99,299,3.5349,58784.88333
10/3/2017,4:33:03,11501588,299,298.99,299,0.00003334,58784.88333
10/3/2017,4:33:13,11501589,299,298.99,298.99,7.4721,58774.94293
10/3/2017,4:34:02,11501590,299,298.99,299,0.00003334,58785.78463
10/3/2017,4:34:15,11501591,299,298.99,299,1.0014,58785.78463
10/3/2017,4:34:32,11501592,299,298.99,299,0.20673764,58785.78463
10/3/2017,4:34:47,11501593,299,298.99,298.99,3.0799,58785.78463
10/3/2017,4:35:03,11501594,299,298.99,299,0.00003334,58783.14695
10/3/2017,4:35:18,11501595,299,298.99,298.99,0.2874,58783.14695
10/3/2017,4:35:26,11501596,299,298.99,299,0.00006668,58783.14695
10/3/2017,4:35:50,11501597,299,298.99,299,15.8448,58780.29298
10/3/2017,4:36:02,11501598,299,298.99,299,0.00003334,58780.29298
10/3/2017,4:36:02,11501599,299,298.99,299,0.00166723,58780.29298
10/3/2017,4:36:21,11501600,299,298.99,299,14.1552,58780.29298
10/3/2017,4:36:53,11501601,299,298.99,299,0.9878,58796.23819
10/3/2017,4:37:03,11501602,299,298.99,299,0.00003334,58796.23819
10/3/2017,4:37:09,11501603,299,298.99,298.99,30,58796.23819
10/3/2017,4:37:24,11501604,299,298.99,299,0.5249,58779.11707
10/3/2017,4:37:55,11501605,299,298.99,299,0.7634,58779.11707
10/3/2017,4:38:03,11501606,299,298.99,299,0.00003334,58779.11707
10/3/2017,4:38:14,11501607,299,298.99,298.99,0.7,58802.65837
10/3/2017,4:38:18,11501608,299,298.99,299,10,58802.65837
10/3/2017,4:38:26,11501609,299,298.99,299,3.2401,58802.65837
10/3/2017,4:38:58,11501610,299,298.99,298.99,0.0639,58802.65837
10/3/2017,4:39:02,11501611,299,298.99,299,0.00003334,58787.96752
10/3/2017,4:39:29,11501612,299,298.99,299,0.6723,58787.96752
10/3/2017,4:40:01,11501613,299,298.99,299,0.00333447,58782.27094
10/3/2017,4:40:02,11501614,299,298.99,299,0.00003334,58782.27094
10/3/2017,4:40:32,11501615,299,298.99,299,1.0099,58782.27094
10/3/2017,4:40:34,11501616,299,298.99,299,0.00006668,58782.27094
10/3/2017,4:41:03,11501618,299,298.99,299,0.00003334,58782.22687
10/3/2017,4:41:32,11501619,299,298.99,299,0.00416809,58745.65823
10/3/2017,4:41:34,11501620,299,298.99,299,4.5522,58745.65823
10/3/2017,4:42:02,11501621,299,298.99,299,0.00003334,58745.65823
10/3/2017,4:42:06,11501622,299,298.99,299,6.1434,58745.65823
10/3/2017,4:42:37,11501623,299,298.99,299,14.5515,58752.26593
10/3/2017,4:43:03,11501624,299,298.99,299,0.00003334,58752.26593
10/3/2017,4:43:09,11501625,299,298.99,299,1.0121,58768.85523
10/3/2017,4:43:40,11501626,299,298.99,299,1.3426,58768.85523
10/3/2017,4:44:02,11501627,299,298.99,299,0.00003334,58763.52141
10/3/2017,4:44:12,11501628,299,298.99,299,1.8769,58763.52141
10/3/2017,4:44:43,11501629,299,298.99,299,3.2091,58763.52141
10/3/2017,4:45:02,11501631,299,298.99,299,0.00003334,58766.36137
10/3/2017,4:45:14,11501632,299,298.99,299,0.0952,58766.36137
10/3/2017,4:45:33,11501633,299,298.99,299,0.00006668,58766.36137
10/3/2017,4:45:46,11501634,299,298.99,299,22.2527,58756.61157
10/3/2017,4:46:02,11501635,299,298.99,299,0.00003334,58756.61157
10/3/2017,4:46:17,11501636,299,298.99,298.99,9.0915,58756.61157
10/3/2017,4:46:49,11501637,299,298.99,299,2.5549,58754.66132
10/3/2017,4:47:03,11501638,299,298.99,299,0.00003334,58754.66132
10/3/2017,4:47:20,11501639,299,298.99,298.99,2.3465,58763.79235
10/3/2017,4:47:51,11501640,299,298.99,299,0.6596,58763.79235
10/3/2017,4:48:02,11501641,299,298.99,299,0.00003334,58763.79235
10/3/2017,4:48:23,11501642,299,298.99,299,10.3546,58755.17994
10/3/2017,4:48:27,11501643,299,298.99,298.99,12.88989932,58755.17994
10/3/2017,4:48:54,11501644,299,298.99,298.99,2.5388,58755.17994
10/3/2017,4:49:02,11501645,299,298.99,299,0.00003334,58770.23134
10/3/2017,4:49:25,11501646,299,298.99,299,0.0616,58770.23134
10/3/2017,4:49:56,11501647,299,298.99,299,3.5199,58757.87934
10/3/2017,4:50:00,11501648,299,298.99,299,0.00333447,58757.87934
10/3/2017,4:50:02,11501649,299,298.99,299,0.00003334,58757.87934
10/3/2017,4:50:28,11501650,299,298.99,299,2.8577,58757.87934
10/3/2017,4:50:34,11501651,299,298.99,299,0.00006668,58757.87934
10/3/2017,4:50:59,11501652,299,298.99,298.99,2.6033,58760.99312
10/3/2017,4:51:03,11501653,299,298.99,299,0.00003334,58760.99312
10/3/2017,4:51:04,11501654,299,298.99,299,0.37352824,58760.99312
10/3/2017,4:51:30,11501655,299,298.99,299,0.01063698,58759.97049
10/3/2017,4:52:02,11501657,299,298.99,299,0.00003334,58759.97049
10/3/2017,4:52:33,11501658,299,298.99,299,12.6932,58752.49589
10/3/2017,4:53:03,11501659,299,298.99,299,0.00003334,58752.49589
10/3/2017,4:53:05,11501660,299,298.99,299,14.3873,58752.49589
10/3/2017,4:53:08,11501661,299,298.99,299,3.80660693,58752.49589
10/3/2017,4:53:10,11501662,299,298.99,299,0.00416809,58769.57339
10/3/2017,4:53:16,11501671,299,298.99,298.99,21.60655251,58769.57339
10/3/2017,4:53:35,11501713,298.98,298.93,298.91,0.23560738,58769.57339
10/3/2017,4:53:36,11501716,298.92,298.91,298.92,0.248,58769.57339
10/3/2017,4:54:02,11501717,298.92,298.91,298.92,0.00003335,58976.12122
10/3/2017,4:54:08,11501718,298.92,298.91,298.91,9.8676,58976.12122
10/3/2017,4:54:39,11501719,298.92,298.91,298.92,0.9993,58976.12122
10/3/2017,4:55:02,11501720,298.92,298.91,298.92,0.00003335,59253.76079
10/3/2017,4:55:11,11501721,298.92,298.91,298.92,4.4682,59253.76079
10/3/2017,4:55:26,11501722,298.92,298.91,298.92,0.0000667,59253.76079
10/3/2017,4:55:42,11501723,298.92,298.91,298.91,4.7264,58973.68837
10/3/2017,4:56:02,11501724,298.92,298.91,298.92,0.00003335,58973.68837
10/3/2017,4:56:13,11501725,298.92,298.91,298.92,1.5236,58973.68837
10/3/2017,4:56:44,11501726,298.92,298.91,298.92,0.1598,58804.96122
10/3/2017,4:57:02,11501727,298.92,298.91,298.92,0.00003335,58804.96122
10/3/2017,4:57:16,11501728,298.92,298.91,298.91,0.5643,58804.96122
10/3/2017,4:57:38,11501729,298.92,298.91,298.92,0.4115489,58789.65095
10/3/2017,4:57:47,11501730,298.92,298.91,298.92,0.9433,58789.65095
10/3/2017,4:58:02,11501731,298.92,298.91,298.92,0.00003335,58789.65095
10/3/2017,4:58:07,11501732,298.92,298.91,298.92,1.067214,58789.65095
10/3/2017,4:58:18,11501733,298.92,298.91,298.91,2.6825,58779.86529
10/3/2017,4:58:49,11501734,298.92,298.91,298.92,0.06,58779.86529
10/3/2017,4:58:50,11501735,298.92,298.91,298.92,0.0857,58779.86529
10/3/2017,4:59:03,11501736,298.92,298.91,298.92,0.00003335,58783.24391
10/3/2017,4:59:21,11501737,298.92,298.91,298.92,5.9609,58783.24391
10/3/2017,4:59:52,11501738,298.92,298.91,298.91,18.844,58788.12941
10/3/2017,5:00:00,11501739,298.92,298.91,298.92,0.00333537,58788.12941
10/3/2017,5:00:03,11501741,298.92,298.91,298.92,0.00003335,58788.12941
10/3/2017,5:00:03,11501742,298.92,298.91,298.92,1,58788.12941
10/3/2017,5:00:24,11501750,298.92,298.91,298.92,5.41979854,58788.12941
10/3/2017,5:00:50,11501751,298.92,298.91,298.92,0.0000667,58804.8123
10/3/2017,5:00:55,11501752,298.92,298.91,298.92,0.1664,58804.8123
10/3/2017,5:01:02,11501753,298.92,298.91,298.92,0.00003335,58804.8123
10/3/2017,5:01:26,11501754,298.92,298.91,298.92,4.6368,58804.8123
10/3/2017,5:01:57,11501755,298.92,298.91,298.92,0.3382,58796.83517
10/3/2017,5:02:02,11501756,298.92,298.91,298.92,0.00003335,58796.83517
10/3/2017,5:02:28,11501757,298.92,298.91,298.92,5.6735,58293.61131
10/3/2017,5:03:00,11501758,298.92,298.91,298.92,2.0831,58293.61131
10/3/2017,5:03:02,11501759,298.92,298.91,298.92,0.00003335,58293.61131
10/3/2017,5:03:31,11501760,298.92,298.91,298.91,0.2489,58275.24543
10/3/2017,5:03:33,11501767,298.92,298.91,298.92,22.92381211,58275.24543
10/3/2017,5:04:02,11501768,298.92,298.91,298.92,0.00003335,58298.74771
10/3/2017,5:04:03,11501769,298.92,298.91,298.92,1.2583,58298.74771
10/3/2017,5:04:34,11501770,298.92,298.91,298.92,8.7005,58298.74771
10/3/2017,5:04:52,11501771,298.92,298.91,298.92,0.00416921,58292.37144
10/3/2017,5:05:02,11501772,298.92,298.91,298.92,0.00003335,58292.37144
10/3/2017,5:05:06,11501773,298.92,298.91,298.92,1.8796,58292.37144
10/3/2017,5:05:26,11501774,298.92,298.91,298.92,0.0000667,58292.37144
10/3/2017,5:05:37,11501775,298.92,298.91,298.92,6.5215,58292.37144
10/3/2017,5:06:02,11501777,298.92,298.91,298.92,0.00166768,58301.63471
10/3/2017,5:07:02,11501778,298.92,298.91,298.92,0.00003335,58296.41271
10/3/2017,5:07:09,11501779,298.92,298.91,298.92,1.56345495,58296.41271
10/3/2017,5:07:11,11501780,298.92,298.91,298.92,1.6471,58296.41271
10/3/2017,5:07:42,11501781,298.92,298.91,298.92,1.0731,58296.35352
10/3/2017,5:08:03,11501782,298.92,298.91,298.92,0.00003335,58296.35352
10/3/2017,5:08:09,11501783,298.92,298.91,298.92,6.67074115,58296.35352
10/3/2017,5:08:13,11501784,298.92,298.91,298.91,0.0581,58282.76314
10/3/2017,5:08:38,11501785,298.92,298.91,298.91,31.75359918,58282.76314
10/3/2017,5:08:44,11501786,298.92,298.91,298.91,0.655,58282.76314
10/3/2017,5:09:02,11501787,298.92,298.91,298.92,0.00003335,58285.77698
10/3/2017,5:09:15,11501788,298.92,298.91,298.92,1.4123,58285.77698
10/3/2017,5:09:47,11501789,298.92,298.91,298.92,1.3202,58285.77698
10/3/2017,5:10:02,11501791,298.92,298.91,298.92,0.00003335,58317.42158
10/3/2017,5:10:18,11501792,298.92,298.91,298.92,49.8645,58317.42158
10/3/2017,5:10:35,11501793,298.92,298.91,298.92,0.0000667,58317.42158
10/3/2017,5:10:50,11501794,298.92,298.91,298.92,1.0921,58367.3567
10/3/2017,5:11:02,11501795,298.92,298.91,298.92,0.00003335,58367.3567
10/3/2017,5:11:21,11501797,298.92,298.91,298.92,1.16128067,58367.3567
10/3/2017,5:11:52,11501798,298.92,298.91,298.92,17.6239,58354.2849
10/3/2017,5:12:03,11501799,298.92,298.91,298.92,0.00003335,58354.2849
10/3/2017,5:12:06,11501800,298.92,298.91,298.92,0.8958734,58354.2849
10/3/2017,5:12:23,11501802,298.92,298.91,298.92,5.26878742,58251.3082
10/3/2017,5:12:54,11501803,298.92,298.91,298.92,0.012,58251.3082
10/3/2017,5:13:02,11501804,298.92,298.91,298.92,0.00003335,58251.3082
10/3/2017,5:13:04,11501805,298.92,298.91,298.91,7.5,58251.3082
10/3/2017,5:13:26,11501806,298.92,298.91,298.91,31.6752,58254.36532
10/3/2017,5:13:57,11501807,298.92,298.91,298.91,0.7349,58254.36532
10/3/2017,5:14:03,11501808,298.92,298.91,298.92,0.00003335,58262.92623
10/3/2017,5:14:03,11501809,298.92,298.91,298.92,0.01667685,58262.92623
10/3/2017,5:14:26,11501810,298.92,298.91,298.91,0.01625616,58262.92623
10/3/2017,5:14:29,11501811,298.92,298.91,298.92,1.3291,58262.92623
10/3/2017,5:15:00,11501812,298.92,298.91,298.92,0.4725,58218.00605
10/3/2017,5:15:02,11501814,298.92,298.91,298.92,0.00023347,58218.00605
10/3/2017,5:15:31,11501815,298.92,298.91,298.92,0.0267,58218.00605
10/3/2017,5:15:32,11501816,298.92,298.91,298.92,0.0000667,58218.00605
10/3/2017,5:15:52,11501827,298.92,298.91,298.91,9.42512018,58167.66407
10/3/2017,5:16:03,11501855,298.88,298.87,298.87,0.63728176,58167.66407
10/3/2017,5:16:34,11501856,298.88,298.87,298.87,0.4742,58201.5495
10/3/2017,5:16:39,11501857,298.88,298.87,298.88,0.00416977,58201.5495
10/3/2017,5:16:41,11501858,298.88,298.87,298.88,5.000826,58201.5495
10/3/2017,5:17:02,11501859,298.88,298.87,298.88,0.00003335,58201.5495
10/3/2017,5:17:05,11501860,298.88,298.87,298.88,0.8248,58201.5495
10/3/2017,5:17:22,11501861,298.88,298.87,298.87,10,58221.77957
10/3/2017,5:17:36,11501862,298.88,298.87,298.88,1.0129,58221.77957
10/3/2017,5:17:44,11501869,298.88,298.87,298.88,1.11940763,58221.77957
10/3/2017,5:17:47,11501870,298.88,298.87,298.88,1.14190147,58221.77957
10/3/2017,5:18:01,11501871,298.88,298.87,298.87,2,58221.77957
